"fip","label","respop72015"
54095,"Tyler County, West Virginia",8975
54097,"Upshur County, West Virginia",24758
54099,"Wayne County, West Virginia",40971
54101,"Webster County, West Virginia",8755
54103,"Wetzel County, West Virginia",15816
54105,"Wirt County, West Virginia",5880
54107,"Wood County, West Virginia",86452
54109,"Wyoming County, West Virginia",22151
55001,"Adams County, Wisconsin",20148
55003,"Ashland County, Wisconsin",15843
55005,"Barron County, Wisconsin",45563
55007,"Bayfield County, Wisconsin",14977
55009,"Brown County, Wisconsin",258718
55011,"Buffalo County, Wisconsin",13192
55013,"Burnett County, Wisconsin",15159
55015,"Calumet County, Wisconsin",49762
55017,"Chippewa County, Wisconsin",63531
55019,"Clark County, Wisconsin",34445
55021,"Columbia County, Wisconsin",56743
55023,"Crawford County, Wisconsin",16391
55025,"Dane County, Wisconsin",523643
55027,"Dodge County, Wisconsin",88502
55029,"Door County, Wisconsin",27554
55031,"Douglas County, Wisconsin",43601
55033,"Dunn County, Wisconsin",44497
55035,"Eau Claire County, Wisconsin",102105
55037,"Florence County, Wisconsin",4464
55039,"Fond du Lac County, Wisconsin",101973
55041,"Forest County, Wisconsin",9057
55043,"Grant County, Wisconsin",52250
55045,"Green County, Wisconsin",37186
55047,"Green Lake County, Wisconsin",18856
55049,"Iowa County, Wisconsin",23813
55051,"Iron County, Wisconsin",5794
55053,"Jackson County, Wisconsin",20554
55055,"Jefferson County, Wisconsin",84559
55057,"Juneau County, Wisconsin",26224
55059,"Kenosha County, Wisconsin",168437
55061,"Kewaunee County, Wisconsin",20366
55063,"La Crosse County, Wisconsin",118212
55065,"Lafayette County, Wisconsin",16829
55067,"Langlade County, Wisconsin",19223
55069,"Lincoln County, Wisconsin",27980
55071,"Manitowoc County, Wisconsin",79806
55073,"Marathon County, Wisconsin",135868
55075,"Marinette County, Wisconsin",40884
55077,"Marquette County, Wisconsin",15075
55078,"Menominee County, Wisconsin",4573
55079,"Milwaukee County, Wisconsin",957735
55081,"Monroe County, Wisconsin",45549
55083,"Oconto County, Wisconsin",37435
55085,"Oneida County, Wisconsin",35567
55087,"Outagamie County, Wisconsin",183245
55089,"Ozaukee County, Wisconsin",87850
55091,"Pepin County, Wisconsin",7290
55093,"Pierce County, Wisconsin",40889
55095,"Polk County, Wisconsin",43441
55097,"Portage County, Wisconsin",70408
55099,"Price County, Wisconsin",13645
55101,"Racine County, Wisconsin",195080
55103,"Richland County, Wisconsin",17495
55105,"Rock County, Wisconsin",161448
55107,"Rusk County, Wisconsin",14124
55109,"St. Croix County, Wisconsin",87513
55111,"Sauk County, Wisconsin",63642
55113,"Sawyer County, Wisconsin",16376
55115,"Shawano County, Wisconsin",41304
55117,"Sheboygan County, Wisconsin",115569
55119,"Taylor County, Wisconsin",20455
55121,"Trempealeau County, Wisconsin",29550
55123,"Vernon County, Wisconsin",30506
55125,"Vilas County, Wisconsin",21387
55127,"Walworth County, Wisconsin",102804
55129,"Washburn County, Wisconsin",15552
55131,"Washington County, Wisconsin",133674
55133,"Waukesha County, Wisconsin",396488
55135,"Waupaca County, Wisconsin",51945
55137,"Waushara County, Wisconsin",24033
55139,"Winnebago County, Wisconsin",169546
55141,"Wood County, Wisconsin",73435
56001,"Albany County, Wyoming",37956
56003,"Big Horn County, Wyoming",12022
56005,"Campbell County, Wyoming",49220
56007,"Carbon County, Wyoming",15559
56009,"Converse County, Wyoming",14236
56011,"Crook County, Wyoming",7444
56013,"Fremont County, Wyoming",40315
56015,"Goshen County, Wyoming",13383
56017,"Hot Springs County, Wyoming",4741
56019,"Johnson County, Wyoming",8585
56021,"Laramie County, Wyoming",97121
56023,"Lincoln County, Wyoming",18722
56025,"Natrona County, Wyoming",82178
56027,"Niobrara County, Wyoming",2542
56029,"Park County, Wyoming",29228
56031,"Platte County, Wyoming",8812
56033,"Sheridan County, Wyoming",30009
56035,"Sublette County, Wyoming",9899
56037,"Sweetwater County, Wyoming",44626
56039,"Teton County, Wyoming",23125
56041,"Uinta County, Wyoming",20822
56043,"Washakie County, Wyoming",8328
56045,"Weston County, Wyoming",7234
